Date,Site,GPS,Reef_type,Depth_m,Transect,Observer,Genus,Size_cm,Count,Attached,Notes
8/28/2022,171,,Backreef,1-2,1,Julianna,Porites_massive,<5,34,Y,"NOTE: Adam thinks this might be a repeat with the one he and Madigan did the day we went out and JJR's data was lost from the hard drive. Should pick this one or that one probably, although Madigan said she thought it was not the same. Can check for that Acropora that was broken to see if it's the algae photos to be sure. Note that this day we also learned Madigan is not recording GA's on Acrop the way JJR is. Big ass eel on this transect--tons of bommies and branching corals. Many damselfish and Turbinaria. I re-did T1 and Madigan and Adam re-did T2. T2 had like no bommies on it--not sure if need to re-do? Probably okay. Adam and I collaborated on this colony count (1/2 1/2). I think this will probably actually become T2 (already a T1 that we recovered), then use my other transect from the day we all went out for T3"
8/28/2022,171,,Backreef,1-2,1,Julianna,Porites_massive,<5,1,N,
8/28/2022,171,,Backreef,1-2,1,Julianna,Porites_massive,5-10,27,Y,
8/28/2022,171,,Backreef,1-2,1,Julianna,Porites_massive,10-20,31,Y,
8/28/2022,171,,Backreef,1-2,1,Julianna,Porites_massive,20-40,12,Y,
8/28/2022,171,,Backreef,1-2,1,Julianna,Porites_massive,40-80,3,Y,
8/28/2022,171,,Backreef,1-2,1,Julianna,Porites_massive,80-160,1,Y,
8/28/2022,171,,Backreef,1-2,1,Julianna,Porites_rus,<5,1,N,
8/28/2022,171,,Backreef,1-2,1,Julianna,Porites_rus,5-10,1,N,
8/28/2022,171,,Backreef,1-2,1,Julianna,Porites_rus,10-20,2,Y,
8/28/2022,171,,Backreef,1-2,1,Julianna,Porites_rus,10-20,3,N,
8/28/2022,171,,Backreef,1-2,1,Julianna,Montipora,<5,6,Y,
8/28/2022,171,,Backreef,1-2,1,Julianna,Montipora,5-10,8,Y,
8/28/2022,171,,Backreef,1-2,1,Julianna,Montipora,10-20,9,Y,
8/28/2022,171,,Backreef,1-2,1,Julianna,Montipora,20-40,6,Y,
8/28/2022,171,,Backreef,1-2,1,Julianna,Montipora,40-80,2,Y,
8/28/2022,171,,Backreef,1-2,1,Julianna,Pocillopora,<5,13,Y,
8/28/2022,171,,Backreef,1-2,1,Julianna,Pocillopora,5-10,5,Y,
8/28/2022,171,,Backreef,1-2,1,Julianna,Pocillopora,10-20,9,Y,
8/28/2022,171,,Backreef,1-2,1,Julianna,Pocillopora,20-40,1,Y,
8/28/2022,171,,Backreef,1-2,1,Julianna,Acropora,<5,2,Y,
8/28/2022,171,,Backreef,1-2,1,Julianna,Acropora,5-10,1,Y,
8/28/2022,171,,Backreef,1-2,1,Julianna,Acropora,10-20,1,Y,
8/28/2022,171,,Backreef,1-2,1,Julianna,Pavona,<5,9,Y,
8/28/2022,171,,Backreef,1-2,1,Julianna,Pavona,5-10,17,Y,
8/28/2022,171,,Backreef,1-2,1,Julianna,Pavona,10-20,10,Y,
8/28/2022,171,,Backreef,1-2,1,Julianna,Pavona,20-40,1,Y,
8/28/2022,171,,Backreef,1-2,1,Julianna,Psammocora,<5,9,Y,
8/28/2022,171,,Backreef,1-2,1,Julianna,Psammocora,5-10,13,Y,
8/28/2022,171,,Backreef,1-2,1,Julianna,Psammocora,10-20,4,Y,
8/28/2022,171,,Backreef,1-2,1,Julianna,Napopora,<5,1,Y,
8/28/2022,171,,Backreef,1-2,1,Julianna,Napopora,5-10,3,Y,
8/28/2022,171,,Backreef,1-2,1,Julianna,Napopora,10-20,2,Y,
8/28/2022,171,,Backreef,1-2,1,Julianna,Cyphastrea,<5,12,Y,
8/28/2022,171,,Backreef,1-2,1,Julianna,Leptastrea,<5,13,Y,
8/28/2022,171,,Backreef,1-2,1,Julianna,Leptastrea,5-10,1,Y,
8/28/2022,171,,Backreef,1-2,1,Julianna,Leptastrea,10-20,2,Y,
8/28/2022,171,,Backreef,1-2,1,Julianna,Leptastrea,20-40,1,Y,
8/28/2022,171,,Backreef,1-2,1,Julianna,Acanthastrea,5-10,2,Y,
8/28/2022,171,,Backreef,1-2,1,Julianna,Astrea,<5,1,Y,
8/28/2022,171,,Backreef,1-2,1,Julianna,Astrea,5-10,1,Y,
8/26/2022,136,,Backreef,1-2,1,Julianna,Porites_massive,<5,18,Y,"Me, Madigan, and Adam all helped on this colony count. Tons of coral, but not much branching (this was right before going to Coco)--a big floating algal raft came over us a couple times and really changed light/temperature. High damselfish abundance and high Por TL (slow to get through this transect)"
8/26/2022,136,,Backreef,1-2,1,Julianna,Porites_massive,5-10,24,Y,
8/26/2022,136,,Backreef,1-2,1,Julianna,Porites_massive,10-20,12,Y,
8/26/2022,136,,Backreef,1-2,1,Julianna,Porites_massive,20-40,20,Y,
8/26/2022,136,,Backreef,1-2,1,Julianna,Porites_massive,40-80,4,Y,
8/26/2022,136,,Backreef,1-2,1,Julianna,Porites_rus,10-20,2,Y,
8/26/2022,136,,Backreef,1-2,1,Julianna,Porites_rus,20-40,2,Y,
8/26/2022,136,,Backreef,1-2,1,Julianna,Montipora,<5,3,Y,
8/26/2022,136,,Backreef,1-2,1,Julianna,Montipora,5-10,2,Y,
8/26/2022,136,,Backreef,1-2,1,Julianna,Montipora,10-20,1,Y,
8/26/2022,136,,Backreef,1-2,1,Julianna,Pocillopora,<5,2,Y,
8/26/2022,136,,Backreef,1-2,1,Julianna,Pocillopora,20-40,1,Y,
8/26/2022,136,,Backreef,1-2,1,Julianna,Pavona,<5,1,Y,
8/26/2022,136,,Backreef,1-2,1,Julianna,Pavona,5-10,1,Y,
8/26/2022,136,,Backreef,1-2,1,Julianna,Leptastrea,<5,11,Y,
8/26/2022,136,,Backreef,1-2,1,Julianna,Leptastrea,5-10,1,Y,
8/26/2022,136,,Backreef,1-2,1,Julianna,Psammocora,<5,1,Y,
8/26/2022,136,,Backreef,1-2,1,Julianna,Psammocora,5-10,2,Y,
8/26/2022,136,,Backreef,1-2,1,Julianna,Psammocora,10-20,1,Y,
8/26/2022,136,,Backreef,1-2,1,Julianna,Cyphastrea,<5,22,Y,
8/26/2022,136,,Backreef,1-2,1,Julianna,Stylocoeniella,<5,3,Y,
8/26/2022,136,,Backreef,1-2,1,Julianna,Pavona_cactus,<5,2,Y,
8/26/2022,136,,Backreef,1-2,1,Julianna,Pavona_cactus,5-10,8,Y,
8/26/2022,136,,Backreef,1-2,1,Julianna,Pavona_cactus,10-20,2,Y,
8/26/2022,136,,Backreef,1-2,1,Julianna,Pavona_cactus,20-40,1,Y,
8/27/2022,148,,Back/fringe,1-2,3,Julianna,Porites_massive,<5,26,Y,"I did ~3/4 of these colony counts, Madigan did last ~1/4. On T1 here there was TONS of macroalgae and damsels with lots of tall bommies, but less live coral than yesterday. On T3 there was less algae and less structure/it was more patchy. This was the day me/Adam/Madigan went out and got 3 done in a reasonable timeframe (very exciting). Moved T2 once because of an eel"
8/27/2022,148,,Back/fringe,1-2,3,Julianna,Porites_massive,<5,1,N,
8/27/2022,148,,Back/fringe,1-2,3,Julianna,Porites_massive,5-10,34,Y,
8/27/2022,148,,Back/fringe,1-2,3,Julianna,Porites_massive,10-20,34,Y,
8/27/2022,148,,Back/fringe,1-2,3,Julianna,Porites_massive,10-20,1,N,
8/27/2022,148,,Back/fringe,1-2,3,Julianna,Porites_massive,20-40,26,Y,
8/27/2022,148,,Back/fringe,1-2,3,Julianna,Porites_massive,40-80,6,Y,
8/27/2022,148,,Back/fringe,1-2,3,Julianna,Porites_rus,<5,8,Y,
8/27/2022,148,,Back/fringe,1-2,3,Julianna,Porites_rus,5-10,8,Y,
8/27/2022,148,,Back/fringe,1-2,3,Julianna,Porites_rus,10-20,6,Y,
8/27/2022,148,,Back/fringe,1-2,3,Julianna,Porites_rus,20-40,1,Y,
8/27/2022,148,,Back/fringe,1-2,3,Julianna,Montipora,<5,14,Y,
8/27/2022,148,,Back/fringe,1-2,3,Julianna,Montipora,5-10,13,Y,
8/27/2022,148,,Back/fringe,1-2,3,Julianna,Montipora,10-20,10,Y,
8/27/2022,148,,Back/fringe,1-2,3,Julianna,Montipora,20-40,12,Y,
8/27/2022,148,,Back/fringe,1-2,3,Julianna,Montipora,40-80,6,Y,
8/27/2022,148,,Back/fringe,1-2,3,Julianna,Montipora,80-160,1,Y,
8/27/2022,148,,Back/fringe,1-2,3,Julianna,Pocillopora,<5,4,Y,
8/27/2022,148,,Back/fringe,1-2,3,Julianna,Pocillopora,5-10,1,Y,
8/27/2022,148,,Back/fringe,1-2,3,Julianna,Pocillopora,10-20,2,Y,
8/27/2022,148,,Back/fringe,1-2,3,Julianna,Pocillopora,20-40,1,Y,
8/27/2022,148,,Back/fringe,1-2,3,Julianna,Pocillopora,40-80,1,Y,
8/27/2022,148,,Back/fringe,1-2,3,Julianna,Pavona,<5,8,Y,
8/27/2022,148,,Back/fringe,1-2,3,Julianna,Pavona,5-10,12,Y,
8/27/2022,148,,Back/fringe,1-2,3,Julianna,Pavona,10-20,2,Y,
8/27/2022,148,,Back/fringe,1-2,3,Julianna,Pavona,20-40,3,Y,
8/27/2022,148,,Back/fringe,1-2,3,Julianna,Cyphastrea,<5,25,Y,
8/27/2022,148,,Back/fringe,1-2,3,Julianna,Leptastrea,<5,26,Y,
8/27/2022,148,,Back/fringe,1-2,3,Julianna,Leptastrea,5-10,8,Y,
8/27/2022,148,,Back/fringe,1-2,3,Julianna,Leptastrea,10-20,1,Y,
8/27/2022,148,,Back/fringe,1-2,3,Julianna,Leptastrea,20-40,1,Y,
8/27/2022,148,,Back/fringe,1-2,3,Julianna,Napopora,<5,3,Y,
8/27/2022,148,,Back/fringe,1-2,3,Julianna,Napopora,5-10,2,Y,
8/27/2022,148,,Back/fringe,1-2,3,Julianna,Napopora,10-20,1,Y,
8/27/2022,148,,Back/fringe,1-2,3,Julianna,Psammocora,<5,1,Y,
8/27/2022,148,,Back/fringe,1-2,3,Julianna,Psammocora,5-10,4,Y,
8/27/2022,148,,Back/fringe,1-2,3,Julianna,Psammocora,20-40,1,Y,
8/27/2022,148,,Back/fringe,1-2,3,Julianna,Stylocoeniella,<5,2,Y,
8/27/2022,148,,Back/fringe,1-2,3,Julianna,Lobophylla,5-10,1,Y,
8/27/2022,148,,Back/fringe,1-2,3,Julianna,Acanthastrea,<5,1,Y,
8/27/2022,148,,Back/fringe,1-2,3,Julianna,Pavona_cactus,<5,1,Y,
8/27/2022,148,,Back/fringe,1-2,3,Julianna,Fungiidae,<5,1,Y,
8/27/2022,148,,Back/fringe,1-2,3,Julianna,Leptoseris,10-20,1,Y,
8/25/2022,186,,Backreef,1-2,3,Julianna,Porites_massive,<5,17,Y,"This transect had like no coral on the whole 6m swath (did have an eel). 1st transect was very damsely, had lots of bommies. 2nd transect missed most bommies. There was horrible vis/rain and a weird freshwater layer"
8/25/2022,186,,Backreef,1-2,3,Julianna,Porites_massive,<5,1,N,
8/25/2022,186,,Backreef,1-2,3,Julianna,Porites_massive,5-10,16,Y,
8/25/2022,186,,Backreef,1-2,3,Julianna,Porites_massive,10-20,11,Y,
8/25/2022,186,,Backreef,1-2,3,Julianna,Porites_massive,10-20,1,N,
8/25/2022,186,,Backreef,1-2,3,Julianna,Porites_massive,20-40,3,Y,
8/25/2022,186,,Backreef,1-2,3,Julianna,Porites_rus,<5,1,Y,
8/25/2022,186,,Backreef,1-2,3,Julianna,Porites_rus,5-10,4,Y,
8/25/2022,186,,Backreef,1-2,3,Julianna,Porites_rus,10-20,1,Y,
8/25/2022,186,,Backreef,1-2,3,Julianna,Porites_rus,20-40,1,Y,
8/25/2022,186,,Backreef,1-2,3,Julianna,Montipora,<5,1,Y,
8/25/2022,186,,Backreef,1-2,3,Julianna,Montipora,5-10,2,Y,
8/25/2022,186,,Backreef,1-2,3,Julianna,Montipora,5-10,1,N,
8/25/2022,186,,Backreef,1-2,3,Julianna,Montipora,10-20,2,Y,
8/25/2022,186,,Backreef,1-2,3,Julianna,Montipora,20-40,4,Y,
8/25/2022,186,,Backreef,1-2,3,Julianna,Montipora,40-80,2,Y,
8/25/2022,186,,Backreef,1-2,3,Julianna,Pocillopora,<5,7,Y,
8/25/2022,186,,Backreef,1-2,3,Julianna,Pocillopora,20-40,2,Y,
8/25/2022,186,,Backreef,1-2,3,Julianna,Acropora,10-20,1,Y,
8/25/2022,186,,Backreef,1-2,3,Julianna,Pavona,<5,6,Y,
8/25/2022,186,,Backreef,1-2,3,Julianna,Pavona,10-20,4,Y,
8/25/2022,186,,Backreef,1-2,3,Julianna,Cyphastrea,<5,19,Y,
8/25/2022,186,,Backreef,1-2,3,Julianna,Leptastrea,<5,34,Y,
8/25/2022,186,,Backreef,1-2,3,Julianna,Leptastrea,5-10,4,Y,
8/25/2022,186,,Backreef,1-2,3,Julianna,Psammocora,<5,4,Y,
8/25/2022,186,,Backreef,1-2,3,Julianna,Psammocora,<5,1,N,
8/25/2022,186,,Backreef,1-2,3,Julianna,Psammocora,5-10,7,Y,
8/25/2022,186,,Backreef,1-2,3,Julianna,Stylocoeniella,<5,1,Y,
